-0.427555,0.903989
-0.5957,-0.803207
0.995185,-0.0980187
-0.471395,0.881922
-0.427557,-0.903988
0.970032,0.242977
-0.831467,0.555574
0.195085,-0.980786
0.514108,0.857725
-0.941546,-0.336883
0.956938,-0.290294
-0.634384,0.773018
0.146716,-0.989179
0.336903,0.941539
-0.707117,-0.707097
0.923886,0.382667
-0.998797,-0.0490463
0.970025,-0.243004
-0.881908,0.471421
0.772991,-0.634417
-0.671534,0.740974
0.59567,-0.803229
-0.555537,0.831492
0.555535,-0.831493
-0.595662,0.803236
0.671521,-0.740986
-0.772975,0.634437
0.881893,-0.471451
-0.970015,0.243044
0.998799,0.0489981
-0.923908,-0.382615
0.707162,0.707052
-0.336967,-0.941517
-0.146646,0.989189
0.634325,-0.773067
-0.956914,0.290373
0.941576,0.3368
-0.514189,-0.857677
-0.194987,0.980806
0.831408,-0.555662
-0.970059,-0.242869
0.427663,0.903938
0.471288,-0.88198
-0.995172,0.0981455
0.595807,0.803128
0.427429,-0.904049
-1,0.000144156
0.382821,0.923822
0.740847,-0.671673
-0.857811,-0.513966
-0.290127,0.956988
0.995201,0.0978478
-0.0492425,-0.998787
-0.98915,0.146908
0.195271,0.980749
0.980748,-0.195276
-0.146923,-0.989148
-0.998786,0.0492676
-0.097813,0.995205
0.957002,0.290083
0.513917,-0.85784
-0.671724,-0.740802
-0.923792,0.382894
0.000232756,1
0.904091,0.42734
0.803063,-0.595894
-0.0982636,-0.99516
-0.88204,-0.471174
-0.903879,0.427787
-0.242727,0.970095
0.555791,0.831322
0.980838,0.194826
0.857588,-0.514337
0.336627,-0.941638
-0.290558,-0.956858
-0.773195,-0.634169
-0.98922,-0.146438
-0.941443,0.337173
-0.70689,0.707323
-0.382396,0.923999
-0.0487521,0.998811
0.243291,0.969953
0.471683,0.881768
0.634648,0.772801
0.741175,0.671312
0.803409,0.595428
0.831659,0.555286
0.831662,0.555283
0.803416,0.595419
0.741188,0.671298
0.634669,0.772784
0.471714,0.881752
0.243332,0.969943
-0.0487026,0.998813
-0.382343,0.92402
-0.706842,0.707372
-0.941416,0.337249
-0.989233,-0.146347
-0.77326,-0.634089
-0.290667,-0.956824
0.336508,-0.941681
0.857518,-0.514454
0.980866,0.194685
0.555918,0.831237
-0.242569,0.970134
-0.903806,0.427942
-0.882126,-0.471014
-0.0984534,-0.995142
0.802943,-0.596055
0.904181,0.42715
0.000452101,1
-0.923705,0.383105
-0.6719,-0.740642
0.513704,-0.857967
0.957076,0.289836
-0.0975472,0.995231
-0.998772,0.0495438
-0.147206,-0.989106
0.98069,-0.195566
0.19557,0.98069
-0.989104,0.147219
-0.0495649,-0.998771
0.995234,0.0975175
-0.2898,0.957087
-0.857991,-0.513665
0.740606,-0.67194
0.383162,0.923681
-1,0.000522526
-0.147247,-0.9891
0.969904,-0.243487
0.290785,0.956788
-0.956789,0.290785
-0.243487,-0.969904
0.9891,-0.147247
0.000522578,1
-0.980887,-0.194578
0.427083,-0.904212
0.741302,0.671172
-0.881675,0.471858
-0.0985374,-0.995133
0.94172,0.336398
-0.7406,0.671946
-0.195603,-0.980683
0.924079,0.382201
-0.85746,0.51455
0.146213,-0.989253
0.634798,0.772678
-0.995236,-0.0974949
0.802894,-0.596121
-0.24247,0.970159
-0.38317,-0.923678
0.831762,0.555132
-0.998821,-0.0485409
0.903764,-0.428032
-0.633985,0.773345
0.28978,-0.957093
0.0495941,0.998769
-0.337386,-0.941367
0.556008,0.831177
-0.707478,-0.706735
0.80352,0.595278
-0.857998,-0.513654
0.882167,0.470936
-0.882167,-0.470937
0.857997,0.513655
-0.803519,-0.595279
0.707477,0.706736
-0.556006,-0.831178
0.337384,0.941367
-0.0495928,-0.99877
-0.289781,0.957093
0.633983,-0.773347
-0.903761,0.428038
0.998822,0.0485307
-0.83177,-0.55512
0.383186,0.923671
0.242449,-0.970164
-0.802879,0.596142
0.995239,0.0974658
-0.634824,-0.772657
-0.146177,0.989258
0.857439,-0.514585
-0.924095,-0.382162
0.19565,0.980674
0.740565,-0.671985
-0.941739,-0.336345
0.0985988,0.995127
0.881643,-0.471917
-0.741351,-0.671118
-0.427012,0.904246
0.980903,0.194496
-0.000610944,-1
-0.989086,0.14734
0.243582,0.96988
0.956759,-0.290883
-0.290887,-0.956757
-0.969877,0.243595
0.147362,0.989083
1,-0.000643078
0.194455,-0.980911
-0.904268,-0.426966
-0.671073,0.741392
0.471979,0.88161
0.995119,-0.098679
0.336259,-0.941769
-0.672058,-0.740498
-0.980653,0.195755
-0.382053,0.924141
0.514692,0.857375
0.989278,0.146046
0.772569,-0.634931
0.0973204,-0.995253
-0.596265,-0.802788
-0.970203,-0.242293
-0.923607,0.383342
-0.554974,0.831868
-0.048347,0.998831
0.428211,0.903679
0.773473,0.633829
0.957153,0.289582
0.998759,-0.0498045
0.941294,-0.337589
0.831054,-0.556191
0.706575,-0.707638
0.595092,-0.803657
0.513451,-0.858119
0.470723,-0.882281
0.47072,-0.882283
0.51344,-0.858125
0.595075,-0.80367
0.706554,-0.707659
0.831033,-0.556223
0.941278,-0.337633
0.998756,-0.0498597
0.957171,0.289522
0.773519,0.633774
0.428283,0.903644
-0.0482584,0.998835
-0.554893,0.831922
-0.923566,0.383439
-0.970231,-0.242182
-0.596363,-0.802715
0.0971909,-0.995266
0.772481,-0.635038
0.989299,0.145901
0.514825,0.857295
-0.381901,0.924203
-0.980619,0.195925
-0.672192,-0.740377
0.336081,-0.941833
0.9951,-0.0988755
0.472161,0.881512
-0.670914,0.741535
-0.904363,-0.426765
0.194229,-0.980956
1,-0.000881974
0.956684,-0.291128
0.857275,-0.514859
0.740358,-0.672212
0.633711,-0.77357
0.554837,-0.831959
0.513346,-0.858182
0.513346,-0.858182
0.554837,-0.831959
0.633711,-0.77357
0.740358,-0.672212
0.857275,-0.514859
0.956684,-0.291128
1,-0.000881974
